county,town,year,avg_house_price,median_house_price,transaction_count,avg_download_speed,max_download_speed,sfbb_coverage,ufbb_coverage,gigabit_coverage,postcode_count,drug_offence,robbery,vehicle_crime
Cumberland,MARYPORT,2023,150998.38589211617,135000,241,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,MARYPORT,2024,149370.57575757577,132000,297,236.94719646704925,1000,90.54153990570263,54.22820813688051,53.69164551020843,46873,1879,143,905
Cumberland,MILLOM,2021,144490.11520737328,110000,217,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,MILLOM,2022,153408.14935064936,116500,154,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,MILLOM,2023,139882.55681818182,111000,176,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,MILLOM,2024,142922.88125,116250,160,236.94719646704925,1000,90.54153990570263,54.22820813688051,53.69164551020843,46873,1879,143,905
Cumberland,MILNTHORPE,2021,307240.18691588787,270000,107,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,MILNTHORPE,2022,375224.6428571429,317500,70,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,MILNTHORPE,2023,542750,477500,4,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,MOOR ROW,2021,116737.90909090907,87000,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,MOOR ROW,2022,117812.06896551725,88500,29,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,MOOR ROW,2023,84346.15384615384,85000,13,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,MOOR ROW,2024,132617.64705882352,92000,17,236.94719646704925,1000,90.54153990570263,54.22820813688051,53.69164551020843,46873,1879,143,905
Cumberland,NEWCASTLETON,2021,341000,298000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,NEWCASTLETON,2022,372500,372500,2,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,NEWCASTLETON,2023,344795,344795,1,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,PENRITH,2021,283682.5783898305,230000,944,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,PENRITH,2022,308244.84393939393,249475,660,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,PENRITH,2023,295811.4520547945,265000,73,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,RAVENGLASS,2021,240900,223250,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,RAVENGLASS,2022,337500,337500,2,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,RAVENGLASS,2023,227650,223000,3,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,RAVENGLASS,2024,258531.25,270500,4,236.94719646704925,1000,90.54153990570263,54.22820813688051,53.69164551020843,46873,1879,143,905
Cumberland,SEASCALE,2021,207317.8947368421,185000,95,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,SEASCALE,2022,224823.67105263157,192500,76,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,SEASCALE,2023,225593.8596491228,170000,57,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,SEASCALE,2024,246679.34375,190000,64,236.94719646704925,1000,90.54153990570263,54.22820813688051,53.69164551020843,46873,1879,143,905
Cumberland,SEDBERGH,2021,307433.9888888889,274000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,SEDBERGH,2022,370863.68333333335,301000,60,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,SEDBERGH,2023,476411.1111111111,320000,9,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,ST BEES,2021,213844,190000,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,ST BEES,2022,264370.8064516129,250000,31,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,ST BEES,2023,241055.57692307697,228000,26,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,ST BEES,2024,266724.24242424243,240000,33,236.94719646704925,1000,90.54153990570263,54.22820813688051,53.69164551020843,46873,1879,143,905
Cumberland,ULVERSTON,2021,272801.1162361624,227250,542,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,ULVERSTON,2022,328746.4638554217,250000,332,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,ULVERSTON,2023,267398.94736842107,224500,38,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,WHITEHAVEN,2021,159297.29515418503,135000,681,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,WHITEHAVEN,2022,170848.36316695352,140000,581,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,WHITEHAVEN,2023,161113.63677130046,136000,446,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,WHITEHAVEN,2024,176243.30855018587,155750,538,236.94719646704925,1000,90.54153990570263,54.22820813688051,53.69164551020843,46873,1879,143,905
Cumberland,WIGTON,2021,205769.469858156,180000,564,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,WIGTON,2022,242057.76962025315,190000,395,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,WIGTON,2023,244002.82043343657,200000,323,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,WIGTON,2024,219898.442516269,197500,461,236.94719646704925,1000,90.54153990570263,54.22820813688051,53.69164551020843,46873,1879,143,905
Cumberland,WINDERMERE,2021,471501.1393728223,360000,287,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,WINDERMERE,2022,542042.6479591837,441250,196,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,WINDERMERE,2023,423633.3333333333,286000,15,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,WORKINGTON,2021,167329.3675450763,120000,721,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,WORKINGTON,2022,174347.38157894736,135000,684,163.0243292486641,1000,89.05804880142499,34.35543060712063,31.60959718436809,46597,123,12,74
Cumberland,WORKINGTON,2023,172741.3172932331,148000,665,190.91633641341545,1000,89.67482674537987,41.579530287474334,40.008211413415474,46752,1534,173,992
Cumberland,WORKINGTON,2024,224984.14389534885,142500,688,236.94719646704925,1000,90.54153990570263,54.22820813688051,53.69164551020843,46873,1879,143,905
Cumberland,YARM,2021,362495,362495,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
